106,251,106,242,116,242,116,251,24
232,235,232,226,248,226,248,235,HỌC
218,234,218,227,231,227,231,234,IẬU
201,235,201,226,213,226,213,235,LÊ
249,228,258,224,262,232,253,237,VÀ
194,193,194,178,205,178,205,193,CHA
217,195,217,177,230,177,230,195,HỌC
158,195,158,177,174,177,174,195,CHÀO
207,178,216,177,216,195,207,196,MẸ
230,193,230,176,245,176,245,193,SINH
175,194,175,175,193,175,193,194,MỪNG
264,194,264,174,276,174,276,194,HỌP
334,190,334,174,348,174,348,190,2014
321,193,321,174,332,174,332,193,HỌC
254,174,263,174,263,195,254,195,DỤ
348,189,348,172,363,172,363,189,2015
306,190,306,172,320,172,320,190,NĂM
245,172,253,172,254,193,246,193,VÉ
293,192,294,171,304,171,304,192,KẾT
277,192,277,170,293,170,293,192,TỔNG
123,163,123,156,131,156,131,163,21
114,163,114,156,122,156,122,163,TÓ
134,162,134,157,137,157,137,162,P.
153,163,153,155,167,155,167,163,THỢ
137,156,151,155,152,162,138,163,HOÀ
169,154,187,154,187,162,169,162,ĐÔNG
366,156,366,151,385,151,385,156,05111
356,157,356,151,369,151,369,157,ĐT:
383,156,383,150,402,150,402,156,3848
401,150,413,150,413,156,401,156,700
129,127,207,125,208,149,130,152,TRẦN
220,126,304,125,304,147,221,148,NHÂN
317,122,395,122,395,146,317,146,TÔNG
189,114,249,112,250,122,189,124,TRƯỜNG
302,123,302,110,333,110,333,123,HỌC
259,108,294,107,294,122,259,123,TIỂU
