100,187,101,181,125,183,124,189,HONEL
99,181,99,174,126,175,126,182,TORTHE
104,168,124,168,124,174,104,174,ONES
100,130,126,130,126,137,100,137,PUNH
395,135,395,129,420,129,420,135,PUING
283,128,283,113,306,113,306,128,%
252,130,252,112,282,112,282,130,50
180,128,181,110,244,111,244,129,GIẢM
151,106,151,91,180,92,180,107,LÝ
77,105,77,91,145,92,145,105,CHANH
188,105,188,90,250,90,250,105,TOÀN
300,90,347,88,348,104,301,106,CỬA
258,108,258,88,292,88,292,108,BỘ
357,88,422,86,423,102,357,104,HÀNG
101,82,101,76,122,76,122,82,Đ/C:
344,75,387,74,387,80,344,81,Đ/T:0909
136,83,136,73,155,73,155,83,BÁT
389,74,405,74,405,80,389,80,558
156,83,156,73,171,73,171,83,sử
407,74,425,74,425,80,408,80,530
504,66,504,62,512,63,511,67,VC
487,66,487,61,504,61,504,66,KHÔE
469,66,469,61,486,61,486,66,ĐỒNG
488,55,510,55,510,60,488,60,HEAL
463,55,486,55,487,60,463,60,DAVID
30,41,30,36,48,36,48,42,SPORT
9,41,9,34,29,35,28,41,BELO
245,55,245,27,396,27,396,55,SPORT
110,26,223,26,223,59,110,60,VINH
274,5,307,5,307,16,274,16,THAO
208,17,208,5,245,5,245,17,HÀNG
176,5,204,4,204,17,176,18,CƯA
333,4,359,4,359,17,333,17,HIỆU
248,3,272,2,273,18,249,19,THỂ
310,4,331,3,332,16,311,17,ĐỒ
